Mesh.id,mirNA
D011471,hsa-mir-3189
D011471,hsa-mir-3622b
D011471,hsa-mir-3677
D011471,hsa-mir-3682
D011471,hsa-mir-3689d
D011471,hsa-mir-410
D011471,hsa-mir-4469
D011471,hsa-mir-4518
D011471,hsa-mir-5189
D011471,hsa-mir-639
D011471,hsa-let-7g
D011471,hsa-let-7d
D011471,hsa-mir-125a
D011471,hsa-mir-125b
D011471,hsa-mir-151
D011471,hsa-mir-370
D011471,hsa-mir-184
D011471,hsa-mir-222
D011471,hsa-mir-16
D011471,hsa-mir-17
D011471,hsa-mir-10a
D011471,hsa-mir-10b
D011471,hsa-mir-302c
D011471,hsa-mir-30a
D011471,hsa-mir-30b
D011471,hsa-mir-373
D011471,hsa-mir-218
D011471,hsa-mir-31
D011471,hsa-mir-202
D011471,hsa-mir-26b
D011471,hsa-mir-32
D011471,hsa-mir-100
D011471,hsa-mir-449a
D011471,hsa-mir-103
D011471,hsa-mir-126
D011471,hsa-let-7c
D011471,hsa-mir-27a
D011471,hsa-mir-27b
D011471,hsa-mir-296
D011471,hsa-mir-127
D011471,hsa-mir-148a
D011471,hsa-mir-210
D011471,hsa-mir-15a
D011471,hsa-mir-29a
D011471,hsa-mir-491
D011471,hsa-mir-34a
D011471,hsa-mir-345
D011471,hsa-mir-198
D011471,hsa-mir-199b
D011471,hsa-mir-214
D011471,hsa-mir-521
D011471,hsa-mir-497
D011471,hsa-mir-498
D011471,hsa-mir-503
D011471,hsa-mir-513
D011471,hsa-mir-29b
D011471,hsa-mir-191
D011471,hsa-let-7a
D011471,hsa-mir-223
D011471,hsa-mir-224
D011471,hsa-mir-106a
D011471,hsa-mir-20a
D011471,hsa-mir-23a
D011471,hsa-mir-15a-2
D011471,hsa-let-7f
D011469,hsa-mir-5338
D015175,hsa-mir-125b
D015175,hsa-mir-130a
D015175,hsa-mir-199b
D015175,hsa-mir-200b
D015175,hsa-mir-126
D015175,hsa-mir-136
D015175,hsa-mir-142
D015175,hsa-mir-144
D015175,hsa-mir-17
D015175,hsa-mir-22
D015175,hsa-mir-30a
D015175,hsa-mir-382
D015175,hsa-mir-451
D015175,hsa-mir-486
D015175,hsa-mir-9
D015175,hsa-mir-206
D015175,hsa-mir-23b
D015175,hsa-mir-342
D015175,hsa-mir-432
D015175,hsa-mir-493
D015175,hsa-mir-516b
D015175,hsa-mir-550a
D015175,hsa-mir-664
D015175,hsa-mir-671
D017096,hsa-mir-342
D017096,hsa-mir-494
D017096,hsa-mir-146a
D017096,hsa-mir-146
D017096,hsa-let-7b
D017096,hsa-let-7i
D017096,hsa-mir-128a
D017096,hsa-mir-21
D017096,hsa-mir-222
D017096,hsa-mir-29b
D017096,hsa-mir-424
D055728,hsa-mir-146b
D055728,hsa-mir-223
D011271,hsa-mir-517a
D011271,hsa-mir-519d
D011271,hsa-mir-525
D011271,hsa-mir-873
D011271,hsa-mir-32
D011271,hsa-mir-196
D011271,hsa-mir-196b
D011271,hsa-mir-30a
D011271,hsa-mir-337
D011271,hsa-mir-1288
D011271,hsa-mir-223
D011271,hsa-mir-451
D011225,hsa-mir-152
D011225,hsa-mir-222
D011225,hsa-mir-126
D011225,hsa-mir-1301
D011225,hsa-mir-130a
D011225,hsa-mir-135b
D011225,hsa-mir-142
D011225,hsa-mir-149
D011225,hsa-mir-155
D011225,hsa-mir-188
D011225,hsa-mir-18a
D011225,hsa-mir-18b
D011225,hsa-mir-203
D011225,hsa-mir-205
D011225,hsa-mir-210
D011225,hsa-mir-223
D011225,hsa-mir-224
D011225,hsa-mir-27a
D011225,hsa-mir-296
D011225,hsa-mir-29a
D011225,hsa-mir-29b
D011225,hsa-mir-301a
D011225,hsa-mir-517c
D011225,hsa-mir-518
D011225,hsa-mir-518e
D011225,hsa-mir-519d
D011225,hsa-mir-9
D011225,hsa-mir-103a
D011225,hsa-mir-103b
D011225,hsa-mir-130b
D011225,hsa-mir-181a
D011225,hsa-mir-24
D011225,hsa-mir-26a
D011225,hsa-mir-342
D011225,hsa-mir-574
D011225,hsa-mir-885
D011225,hsa-mir-17
D011225,hsa-mir-21
D011225,hsa-mir-34a
D011225,hsa-mir-1
D011225,hsa-mir-195
D011225,hsa-mir-22
D011225,hsa-mir-494
D011225,hsa-mir-106b
D011225,hsa-mir-125b
D011225,hsa-mir-1324
D011225,hsa-mir-144
D011225,hsa-mir-16
D011225,hsa-mir-20a
D011225,hsa-mir-20b
D011225,hsa-mir-30a
D011225,hsa-mir-346
D011225,hsa-mir-495
D011225,hsa-mir-518c
D011225,hsa-mir-582
D011225,hsa-mir-204
D011225,hsa-mir-32
D011225,hsa-mir-411
D011225,hsa-mir-106a
D011225,hsa-mir-182
D011225,hsa-mir-191
D011225,hsa-mir-197
D011225,hsa-mir-198
D011225,hsa-mir-202
D011225,hsa-mir-25
D011225,hsa-mir-26b
D011225,hsa-mir-363
D011225,hsa-mir-517a
D011225,hsa-mir-517b
D011225,hsa-let-7b
D011225,hsa-mir-128
D011225,hsa-mir-128a
D011225,hsa-mir-133b
D011225,hsa-mir-206
D011225,hsa-mir-302a
D011225,hsa-mir-302b
D011225,hsa-mir-302c
D011225,hsa-mir-302d
D011225,hsa-mir-302e
D011225,hsa-mir-302f
D011236,hsa-mir-103
D011236,hsa-mir-143
D011236,hsa-mir-192
D011236,hsa-mir-193b
D054218,hsa-let-7b
D054218,hsa-mir-16
D054218,hsa-mir-100
D054218,hsa-mir-125b
D054218,hsa-mir-196b
D054218,hsa-mir-223
D054218,hsa-mir-9
D054218,hsa-mir-143
D054218,hsa-mir-126
D054218,hsa-mir-128
D054218,hsa-mir-181b
D054218,hsa-mir-146a
D054218,hsa-mir-181a
D054218,hsa-mir-181c
D054218,hsa-mir-191
D054218,hsa-mir-221
D054218,hsa-mir-7
D054218,hsa-mir-17
D054218,hsa-mir-29a
D054218,hsa-mir-29b
D054218,hsa-mir-29c
D054218,hsa-mir-34a
D054218,hsa-mir-182
D011087,hsa-let-7a
D011087,hsa-mir-150
D011087,hsa-mir-155
D011087,hsa-mir-221
D011087,hsa-mir-30b
D011087,hsa-mir-30c
D011087,hsa-mir-125
D011087,hsa-mir-143
D011087,hsa-mir-145
D011087,hsa-mir-16
D011087,hsa-mir-182
D011087,hsa-mir-21
D011087,hsa-mir-223
D011087,hsa-mir-26b
D011087,hsa-mir-451a
D011087,hsa-mir-222
D011087,hsa-mir-339
D011087,hsa-mir-378
D011087,hsa-mir-451
D011085,hsa-mir-199b
D011085,hsa-mir-23a
D011085,hsa-mir-23b
D011085,hsa-mir-122
D011085,hsa-mir-193b
D011085,hsa-mir-194
D011085,hsa-mir-223
D011085,hsa-mir-9
D011085,hsa-mir-106b
D011085,hsa-mir-25
D011085,hsa-mir-146a
D011085,hsa-mir-103
D011085,hsa-mir-155
D011085,hsa-mir-21
D011085,hsa-mir-27b
D011085,hsa-mir-145
D011085,hsa-mir-27a
D011085,hsa-mir-32
D011085,hsa-mir-592
D011085,hsa-mir-135a
D011085,hsa-mir-18b
D011085,hsa-mir-34c
D011085,hsa-mir-375
D011085,hsa-mir-484
D007690,hsa-mir-17
D007690,hsa-mir-15a
D011014,hsa-mir-146a
D011014,hsa-mir-203
D011014,hsa-mir-155
D010911,hsa-mir-106b
D010911,hsa-mir-185
D010911,hsa-mir-21
D010911,hsa-mir-26a
D010911,hsa-mir-145
D010911,hsa-mir-200c
D010911,hsa-mir-130b
D010911,hsa-mir-23b
D010911,hsa-let-7a
D010911,hsa-mir-10b
D010911,hsa-mir-135a
D010911,hsa-mir-141
D010911,hsa-mir-143
D010911,hsa-mir-150
D010911,hsa-mir-15a
D010911,hsa-mir-16
D010911,hsa-mir-181a
D010911,hsa-mir-181b
D010911,hsa-mir-181d
D010911,hsa-mir-191
D010911,hsa-mir-192
D010911,hsa-mir-204
D010911,hsa-mir-210
D010911,hsa-mir-2110
D010911,hsa-mir-23a
D010911,hsa-mir-3676
D010911,hsa-mir-383
D010911,hsa-mir-422a
D010911,hsa-mir-422b
D010911,hsa-mir-520b
D010911,hsa-mir-523
D010911,hsa-mir-598
D010911,hsa-let-7e
D010911,hsa-mir-164
D010911,hsa-mir-7
D010911,hsa-mir-24
D010911,hsa-mir-136
D010911,hsa-mir-26b
D010911,hsa-mir-100
D010911,hsa-mir-103
D010911,hsa-mir-212
D010911,hsa-mir-138
D010911,hsa-mir-9
D010911,hsa-mir-128a
D010911,hsa-mir-197
D010911,hsa-mir-223
D010911,hsa-mir-149
D010911,hsa-let-7f
D010911,hsa-mir-132
D010538,hsa-mir-186
D010538,hsa-mir-21
D010538,hsa-mir-222
D010538,hsa-mir-223
D010538,hsa-mir-483
D010538,hsa-mir-125b
D016491,hsa-mir-126
D016491,hsa-mir-15b
D016491,hsa-mir-16
D016491,hsa-mir-181a
D016491,hsa-mir-195
D016491,hsa-mir-20b
D016491,hsa-mir-25
D016491,hsa-mir-26b
D016491,hsa-mir-27b
D016491,hsa-mir-28
D016491,hsa-mir-335
D016491,hsa-mir-363
D016491,hsa-mir-425
D010523,hsa-mir-146a
D010523,hsa-mir-155
D010523,hsa-mir-21
D010518,hsa-mir-17
D010518,hsa-mir-200b
D010518,hsa-mir-495
D010518,hsa-let-7a
D010518,hsa-mir-100
D010518,hsa-mir-125b
D010518,hsa-mir-21
D010518,hsa-let-7c
D010518,hsa-mir-130a
D010518,hsa-mir-181b
D010518,hsa-mir-19b
D010518,hsa-mir-23a
D010518,hsa-mir-301a
D010518,hsa-mir-30a
D010518,hsa-mir-520d
D010518,hsa-mir-548a
D010510,hsa-mir-142
D010510,hsa-mir-146a
D010510,hsa-mir-155
D010510,hsa-mir-203
D010510,hsa-mir-21
D010510,hsa-mir-223
D010510,hsa-mir-138
D010510,hsa-mir-132
D010510,hsa-mir-146b
D010510,hsa-mir-106b
D010510,hsa-mir-30e
D010392,hsa-mir-584
D000292,hsa-mir-105
D000292,hsa-mir-132
D000292,hsa-mir-135a
D000292,hsa-mir-142
D000292,hsa-mir-147
D000292,hsa-mir-155
D000292,hsa-mir-223
D000292,hsa-mir-298
D000292,hsa-mir-299a
D000292,hsa-mir-32
D000292,hsa-mir-410
D010300,hsa-mir-29a
D010300,hsa-mir-1
D010300,hsa-mir-126
D010300,hsa-mir-147a
D010300,hsa-mir-151
D010300,hsa-mir-16
D010300,hsa-mir-199a
D010300,hsa-mir-199b
D010300,hsa-mir-19b
D010300,hsa-mir-22
D010300,hsa-mir-221
D010300,hsa-mir-26a
D010300,hsa-mir-28
D010300,hsa-mir-29b
D010300,hsa-mir-29c
D010300,hsa-mir-301a
D010300,hsa-mir-30a
D010300,hsa-mir-30b
D010300,hsa-mir-30c
D010300,hsa-mir-335
D010300,hsa-mir-374a
D010300,hsa-mir-374b
D010300,hsa-mir-195
D010300,hsa-mir-34a
D010300,hsa-mir-214
D010300,hsa-mir-7
D010300,hsa-let-7a
D010300,hsa-mir-106a
D010300,hsa-mir-133b
D010300,hsa-mir-135a
D010300,hsa-mir-153
D010300,hsa-mir-203
D010300,hsa-mir-376a
D010300,hsa-mir-382
D010300,hsa-mir-433
D010300,hsa-mir-4697
D010300,hsa-mir-495
D010300,hsa-mir-543
D010300,hsa-let-7d
D010300,hsa-mir-205
D010300,hsa-mir-30e
D010300,hsa-mir-34b
D010300,hsa-mir-4271
D010300,hsa-mir-129
D010300,hsa-mir-132
D010300,hsa-mir-9
D010300,hsa-mir-21
D010300,hsa-mir-34c
D010300,hsa-let-7g
D010300,hsa-mir-10a
D010300,hsa-mir-409
D010282,hsa-mir-126
D010282,hsa-mir-139
D010282,hsa-mir-222
D010282,hsa-mir-30b
D010282,hsa-mir-517c
D016584,hsa-mir-138
D016584,hsa-mir-148a
D016584,hsa-mir-22
D016584,hsa-mir-488
D016584,hsa-mir-491
D050500,hsa-mir-125a
D050500,hsa-mir-7
D050500,hsa-mir-10b
D050500,hsa-mir-194
D050500,hsa-mir-195
D050500,hsa-mir-125b
D050500,hsa-mir-126
D050500,hsa-mir-100
D050500,hsa-mir-483
D050500,hsa-mir-494
D050500,hsa-mir-9
D050500,hsa-mir-128b
D050500,hsa-mir-339
D050500,hsa-mir-383
D050500,hsa-mir-409
D050500,hsa-mir-198
D050500,hsa-mir-497
D050500,hsa-mir-197
D050500,hsa-mir-199a
D050500,hsa-mir-199b
D019283,hsa-mir-126
D019283,hsa-mir-551
D019283,hsa-mir-122
D019283,hsa-mir-216
D019283,hsa-mir-216a
D019283,hsa-mir-216b
D019283,hsa-mir-34a
D019283,hsa-mir-135a
D019283,hsa-mir-22
D019283,hsa-mir-29a
D010190,hsa-mir-146a
D010190,hsa-let-7d
D010190,hsa-mir-125a
D010190,hsa-mir-21
D010190,hsa-mir-210
D010190,hsa-mir-222
D010190,hsa-mir-34a
D010190,hsa-mir-34b
D010190,hsa-mir-34c
D010190,hsa-mir-221
D010190,hsa-mir-10a
D010190,hsa-mir-16
D010190,hsa-mir-10b
D010190,hsa-mir-24
D010190,hsa-mir-25
D010190,hsa-mir-30c
D010190,hsa-mir-375
D010190,hsa-mir-376a
D010190,hsa-mir-203
D010190,hsa-mir-155
D010190,hsa-mir-32
D010190,hsa-mir-125b
D010190,hsa-mir-17
D010190,hsa-mir-100
D010190,hsa-mir-107
D010190,hsa-mir-148a
D010190,hsa-mir-103
D010190,hsa-mir-424
D010190,hsa-mir-181a
D010190,hsa-mir-143
D010190,hsa-mir-212
D010190,hsa-mir-213
D010190,hsa-mir-9
D010190,hsa-mir-128b
D010190,hsa-mir-345
D010190,hsa-mir-220
D010190,hsa-mir-15b
D010190,hsa-mir-223
D010190,hsa-mir-214
D010190,hsa-mir-139
D010190,hsa-mir-181b
D010190,hsa-mir-29b
D010190,hsa-mir-205
D010190,hsa-mir-191
D010190,hsa-mir-106a
D010190,hsa-mir-301
D010190,hsa-mir-20a
D010190,hsa-mir-199a
D010190,hsa-mir-181c
D010190,hsa-mir-181d
D010190,hsa-mir-23a
D010190,hsa-mir-23b
D010190,hsa-mir-148b
D010190,hsa-let-7f
D010051,hsa-let-7g
D010051,hsa-mir-635
D010051,hsa-let-7d
D010051,hsa-let-7e
D010051,hsa-mir-134
D010051,hsa-mir-21
D010051,hsa-mir-141
D010051,hsa-mir-200a
D010051,hsa-mir-200b
D010051,hsa-mir-200c
D010051,hsa-mir-429
D010051,hsa-mir-125a
D010051,hsa-mir-422a
D010051,hsa-mir-637
D010051,hsa-mir-648
D010051,hsa-mir-657
D010051,hsa-mir-662
D010051,hsa-mir-663
D010051,hsa-mir-10b
D010051,hsa-mir-30e
D010051,hsa-mir-30a
D010051,hsa-mir-373
D010051,hsa-mir-195
D010051,hsa-mir-9
D010051,hsa-mir-100
D010051,hsa-mir-146b
D010051,hsa-mir-424
D010051,hsa-mir-142
D010051,hsa-mir-296
D010051,hsa-let-7i
D010051,hsa-mir-155
D010051,hsa-mir-29a
D010051,hsa-mir-487b
D010051,hsa-mir-494
D010051,hsa-mir-129
D010051,hsa-mir-335
D010051,hsa-mir-346
D010051,hsa-let-7a
D010051,hsa-mir-206
D010051,hsa-mir-214
D010051,hsa-mir-146a
D010051,hsa-mir-498
D010051,hsa-mir-508
D010051,hsa-mir-515
D010051,hsa-mir-516
D010051,hsa-mir-381
D010051,hsa-mir-199a
D010051,hsa-mir-190
D010051,hsa-mir-34b
D010051,hsa-mir-221
D010051,hsa-mir-518b
D010051,hsa-mir-29c
D010051,hsa-mir-519a
D010051,hsa-mir-524
D010051,hsa-mir-525*
D010051,hsa-mir-542
D010051,hsa-mir-551a
D010051,hsa-mir-572
D010051,hsa-mir-594
D010051,hsa-mir-605
D010051,hsa-mir-608
D010051,hsa-mir-611
D010051,hsa-mir-622
D010051,hsa-mir-627
D010051,hsa-mir-106b
D010051,hsa-mir-183
D010051,hsa-mir-34c
D010051,hsa-mir-361
D010051,hsa-let-7f
D010051,hsa-let-7c
D016649,hsa-mir-22
D016649,hsa-mir-518
D016649,hsa-mir-144
D016649,hsa-mir-29a
D010049,hsa-mir-10a
D010049,hsa-let-7i
D010049,hsa-mir-122
D010049,hsa-mir-152
D010049,hsa-mir-15b
D010049,hsa-mir-1897
D010049,hsa-mir-25
D010049,hsa-mir-379
D010049,hsa-mir-691
D010049,hsa-mir-872
D010033,hsa-mir-146b
D012516,hsa-mir-148a
D012516,hsa-mir-195
D012516,hsa-mir-199a
D012516,hsa-mir-21
D012516,hsa-mir-26a
D012516,hsa-mir-27a
D012516,hsa-mir-32
D012516,hsa-mir-374a
D012516,hsa-mir-497
D012516,hsa-mir-191
D012516,hsa-mir-133b
D012516,hsa-mir-206
D012516,hsa-mir-127
D012516,hsa-mir-411
D012516,hsa-mir-431
D012516,hsa-mir-432
D012516,hsa-mir-570
D012516,hsa-let-7a
D012516,hsa-mir-124a
D012516,hsa-mir-17
D012516,hsa-mir-18
D012516,hsa-mir-19a
D012516,hsa-mir-19b
D012516,hsa-mir-20a
D012516,hsa-mir-9
D012516,hsa-mir-132
D012516,hsa-mir-196a
D012516,hsa-mir-214
D012516,hsa-mir-421
D012516,hsa-mir-488
D012516,hsa-mir-664
D012516,hsa-let-7g
D012516,hsa-mir-100
D012516,hsa-mir-101
D012516,hsa-mir-106a
D012516,hsa-mir-124
D012516,hsa-mir-125b
D012516,hsa-mir-138
D012516,hsa-mir-140
D012516,hsa-mir-143
D012516,hsa-mir-150
D012516,hsa-mir-182
D012516,hsa-mir-224
D012516,hsa-mir-34b
D012516,hsa-mir-422a
D012516,hsa-mir-503
D012516,hsa-mir-129
D012516,hsa-mir-142
D012516,hsa-mir-210
D012516,hsa-mir-221
D012516,hsa-mir-29c
D012516,hsa-mir-34c
D012516,hsa-mir-645
D012516,hsa-let-7
D012516,hsa-let-7d
D012516,hsa-mir-1
D012516,hsa-mir-122
D012516,hsa-mir-130b
D012516,hsa-mir-141
D012516,hsa-mir-144
D012516,hsa-mir-145
D012516,hsa-mir-155
D012516,hsa-mir-16
D012516,hsa-mir-181a
D012516,hsa-mir-181c
D012516,hsa-mir-200
D012516,hsa-mir-200b
D012516,hsa-mir-200c
D012516,hsa-mir-212
D012516,hsa-mir-217
D012516,hsa-mir-218
D012516,hsa-mir-223
D012516,hsa-mir-23a
D012516,hsa-mir-24
D012516,hsa-mir-29a
D012516,hsa-mir-29b
D012516,hsa-mir-302b
D012516,hsa-mir-34a
D012516,hsa-mir-375
D012516,hsa-mir-382
D012516,hsa-mir-410
D012516,hsa-mir-451
D012516,hsa-mir-486
D012516,hsa-mir-107
D012516,hsa-mir-10b
D012516,hsa-mir-1247
D012516,hsa-mir-125a
D012516,hsa-mir-126
D012516,hsa-mir-128
D012516,hsa-mir-133a
D012516,hsa-mir-135b
D012516,hsa-mir-137
D012516,hsa-mir-153
D012516,hsa-mir-15a
D012516,hsa-mir-181b
D012516,hsa-mir-183
D012516,hsa-mir-19
D012516,hsa-mir-1908
D012516,hsa-mir-192
D012516,hsa-mir-193a
D012516,hsa-mir-194
D012516,hsa-mir-198
D012516,hsa-mir-202
D012516,hsa-mir-203
D012516,hsa-mir-204
D012516,hsa-mir-205
D012516,hsa-mir-208b
D012516,hsa-mir-22
D012516,hsa-mir-25
D012516,hsa-mir-26b
D012516,hsa-mir-29
D012516,hsa-mir-300
D012516,hsa-mir-301a
D012516,hsa-mir-302a
D012516,hsa-mir-30a
D012516,hsa-mir-335
D012516,hsa-mir-33a
D012516,hsa-mir-33b
D012516,hsa-mir-340
D012516,hsa-mir-365
D012516,hsa-mir-377
D012516,hsa-mir-379
D012516,hsa-mir-381
D012516,hsa-mir-3928
D012516,hsa-mir-409
D012516,hsa-mir-449a
D012516,hsa-mir-491
D012516,hsa-mir-542
D012516,hsa-mir-543
D012516,hsa-mir-646
D012516,hsa-mir-661
D012516,hsa-mir-664a
D012516,hsa-mir-675
D012516,hsa-mir-802
D012516,hsa-mir-134
D012516,hsa-mir-146b
D012516,hsa-mir-429
D012516,hsa-mir-454
D012516,hsa-mir-490
D012516,hsa-mir-539
D012516,hsa-mir-574
D012516,hsa-mir-370
D012516,hsa-mir-519d
D012516,hsa-mir-586
D012516,hsa-mir-106b
D012516,hsa-mir-652
D012516,hsa-mir-18a
D012516,hsa-mir-196b
D010024,hsa-let-7g
D010024,hsa-mir-133a
D010024,hsa-mir-148a
D010024,hsa-mir-34b
D010024,hsa-mir-34c
D010024,hsa-mir-9
D010024,hsa-mir-210
D010024,hsa-mir-34
D010024,hsa-mir-422a
D010024,hsa-mir-637
D010024,hsa-mir-133
D010024,hsa-mir-205
D010024,hsa-mir-23b
D010024,hsa-mir-7
D010024,hsa-mir-150
D010024,hsa-mir-216a
D010024,hsa-mir-32
D010024,hsa-mir-483
D010024,hsa-mir-27a
D010022,hsa-mir-32
D010022,hsa-mir-548d
D010020,hsa-mir-34a
D010019,hsa-mir-24
D010013,hsa-mir-145
D010013,hsa-mir-29b
D010003,hsa-mir-146a
D010003,hsa-mir-155
D010003,hsa-mir-140
D010003,hsa-mir-181a
D010003,hsa-mir-223
D010003,hsa-mir-455
D010003,hsa-mir-34a
D010003,hsa-mir-210
D010003,hsa-mir-222
D010003,hsa-mir-23a
D010003,hsa-mir-21
D010003,hsa-mir-122
D010003,hsa-mir-130a
D010003,hsa-mir-148a
D010003,hsa-mir-188
D010003,hsa-mir-27a
D010003,hsa-mir-27b
D010003,hsa-mir-335
D010003,hsa-mir-483
D010003,hsa-mir-519b
D010003,hsa-mir-9
D010003,hsa-mir-125b
D010003,hsa-mir-127
D010003,hsa-mir-145
D010003,hsa-mir-15a
D010003,hsa-mir-16
D010003,hsa-mir-181
D010003,hsa-mir-199a
D010003,hsa-mir-19a
D010003,hsa-mir-204
D010003,hsa-mir-24
D010003,hsa-mir-26a
D010003,hsa-mir-30b
D010003,hsa-mir-33a
D010003,hsa-mir-370
D010003,hsa-mir-373
D010003,hsa-mir-101
D010003,hsa-mir-139
D010003,hsa-mir-132
D010003,hsa-mir-183
D010003,hsa-mir-26b
D010003,hsa-mir-675
D010003,hsa-mir-146b
D010003,hsa-mir-365
D017887,hsa-mir-146a
D017887,hsa-mir-149
D017887,hsa-mir-196a
D017887,hsa-mir-499
D009914,hsa-mir-203
D009914,hsa-mir-21
D009837,hsa-mir-137
D009765,hsa-mir-143
D009765,hsa-mir-335
D009765,hsa-mir-103
D009765,hsa-mir-122
D009765,hsa-mir-126
D009765,hsa-mir-130a
D009765,hsa-mir-132
D009765,hsa-mir-146a
D009765,hsa-mir-150
D009765,hsa-mir-17
D009765,hsa-mir-181b
D009765,hsa-mir-221
D009765,hsa-mir-223
D009765,hsa-mir-29c
D009765,hsa-mir-30a
D009765,hsa-mir-32
D009765,hsa-mir-340
D009765,hsa-mir-34a
D009765,hsa-mir-375
D009765,hsa-mir-652
D009765,hsa-mir-9
D009765,hsa-mir-370
D009765,hsa-mir-378
D009765,hsa-mir-26b
D009765,hsa-mir-27a
D009765,hsa-mir-127
D009765,hsa-mir-21
D009765,hsa-mir-138
D009765,hsa-mir-222
D009765,hsa-let-7d
D009765,hsa-let-7f
D009765,hsa-let-7g
D009765,hsa-mir-107
D009765,hsa-mir-125a
D009765,hsa-mir-146b
D009765,hsa-mir-148a
D009765,hsa-mir-16
D009765,hsa-mir-26a
D009765,hsa-mir-27b
D009765,hsa-mir-33
D009765,hsa-mir-33a
D009765,hsa-mir-425
D009765,hsa-mir-483
D009765,hsa-mir-634
D009765,hsa-mir-130
D009765,hsa-mir-145
D009765,hsa-mir-193b
D009765,hsa-mir-29b
D009765,hsa-mir-342
D009765,hsa-mir-1908
D009765,hsa-mir-200a
D009765,hsa-mir-155
D009765,hsa-mir-10b
D009765,hsa-mir-200b
D009765,hsa-mir-204
D009765,hsa-mir-219
D009765,hsa-mir-3613
D009765,hsa-mir-422b
D009765,hsa-mir-4532
D009765,hsa-mir-523
D009765,hsa-mir-575
D009765,hsa-mir-579
D009765,hsa-mir-618
D009765,hsa-mir-659
D009765,hsa-let-7b
D009765,hsa-mir-18a
D009765,hsa-mir-199a
D009765,hsa-mir-30e
D009765,hsa-mir-210
D052556,hsa-mir-196a
D052556,hsa-mir-196b
D052556,hsa-mir-296
D009503,hsa-mir-196b
D009503,hsa-mir-21
D020258,hsa-mir-34a
D020258,hsa-mir-22
D018358,hsa-mir-196a
D018358,hsa-mir-133a
D018358,hsa-mir-191
D018358,hsa-mir-9
D018242,hsa-mir-211
D018242,hsa-mir-509
D009447,hsa-mir-137
D009447,hsa-mir-340
D009447,hsa-mir-34a
D009447,hsa-mir-124
D009447,hsa-mir-1303
D009447,hsa-mir-21
D009447,hsa-mir-138
D009447,hsa-mir-141
D009447,hsa-mir-143
D009447,hsa-let-7
D009447,hsa-let-7b
D009447,hsa-mir-1
D009447,hsa-mir-106a
D009447,hsa-mir-125b
D009447,hsa-mir-128
D009447,hsa-mir-130a
D009447,hsa-mir-132
D009447,hsa-mir-17
D009447,hsa-mir-18
D009447,hsa-mir-181a
D009447,hsa-mir-183
D009447,hsa-mir-18a
D009447,hsa-mir-190a
D009447,hsa-mir-190b
D009447,hsa-mir-19a
D009447,hsa-mir-19b
D009447,hsa-mir-204
D009447,hsa-mir-20a
D009447,hsa-mir-212
D009447,hsa-mir-218
D009447,hsa-mir-221
D009447,hsa-mir-25
D009447,hsa-mir-30a
D009447,hsa-mir-335
D009447,hsa-mir-337
D009447,hsa-mir-363
D009447,hsa-mir-380
D009447,hsa-mir-410
D009447,hsa-mir-424
D009447,hsa-mir-451
D009447,hsa-mir-504
D009447,hsa-mir-542
D009447,hsa-mir-558
D009447,hsa-mir-572
D009447,hsa-mir-628
D009447,hsa-mir-659
D009447,hsa-mir-663a
D009447,hsa-mir-7
D009447,hsa-mir-9
D009447,hsa-mir-10a
D009447,hsa-mir-10b
D009447,hsa-mir-145
D009447,hsa-mir-153
D009447,hsa-mir-15a
D009447,hsa-mir-181c
D009447,hsa-mir-192
D009447,hsa-mir-203
D009447,hsa-mir-205
D009447,hsa-mir-210
D009447,hsa-mir-27b
D009447,hsa-mir-29b
D009447,hsa-mir-32
D009447,hsa-mir-338
D009447,hsa-mir-34b
D009447,hsa-mir-362
D009447,hsa-mir-375
D009447,hsa-mir-421
D009447,hsa-mir-432
D009447,hsa-mir-4487
D009447,hsa-mir-497
D009447,hsa-mir-595
D009447,hsa-mir-885
D009447,hsa-mir-200a
D009447,hsa-mir-106b
D009447,hsa-mir-146b
D009447,hsa-mir-152
D009447,hsa-mir-29a
D009447,hsa-mir-339
D009447,hsa-mir-370
D009447,hsa-mir-487b
D009447,hsa-mir-147b
D009447,hsa-mir-182
D009447,hsa-mir-222
D009447,hsa-mir-496
D009447,hsa-mir-690
D009447,hsa-mir-1246
D009447,hsa-mir-125a
D009447,hsa-mir-29c
D009447,hsa-mir-23b
D009447,hsa-mir-184
D009442,hsa-mir-210
D009442,hsa-mir-30d
D009442,hsa-mir-30a
D009404,hsa-mir-192
D009404,hsa-mir-210
D009404,hsa-mir-30a
D009404,hsa-mir-586
D009404,hsa-mir-9
D009404,hsa-mir-503
D009404,hsa-mir-15a
D009404,hsa-mir-16
D009404,hsa-mir-193a
D009400,hsa-mir-141
D009400,hsa-mir-192
D009400,hsa-mir-200a
D009400,hsa-mir-200b
D009400,hsa-mir-205
D009400,hsa-mir-429
D053040,hsa-mir-155
D009290,hsa-mir-125b
D009290,hsa-mir-130a
D009290,hsa-mir-155
D009290,hsa-mir-26a
D009290,hsa-mir-30c
D009223,hsa-mir-103
D009223,hsa-mir-107
D018979,hsa-mir-146b
D018979,hsa-mir-155
D018979,hsa-mir-222
D018979,hsa-mir-197
D018979,hsa-mir-223
D018979,hsa-mir-214
D018979,hsa-mir-381
D018979,hsa-mir-34a
D018979,hsa-mir-221
D018979,hsa-mir-21
D009220,hsa-mir-1
D009216,hsa-mir-32
